speech_id,chamber_x,date,number_within_file,speaker,first_name,last_name,state_x,gender_x,line_start,line_end,file,char_count,word_count,speakerid,lastname,firstname,chamber_y,state_y,gender_y,party,district,nonvoting,doc,doc_clean,session,dataset,Rep,Dem
730122333,H,19340326,554,Mr. SUMNERS of Texas,Unknown,SUMNERS,Texas,M,8373,8432,03261934.txt,3333,228,73090620,SUMNERS,HATTON,H,TX,M,D,5.0,voting,Section 315 provides: That in order to regulate the foreign commerce of the United States and to put into force and effect the policy of the Congress by this act intended. whenever the President. upon investigation of the differences in costs of production of articles wholly or in part the growth or product of the United States and of like or similar articles wholly or in part the growth or product of competing foreign countries. shall find it thereby shown that the duties fixed In this act do not equalize the said differences in costs of production in the United States and the principal competing country. he shall. by said investigation. ascertain said differences and determine and proclaim the changes in classifications or Increases or decreases in any rate of duty provided in this act shown by said ascertained differences in such costs of production necessary to equalize the same. Here is something that possibly a good many have overlooked. I had until I made this examination. In section (c) of this act it is provided that in ascertaining the difference between the cost of production under the previous subdivisions. (a) and (b) of this section. the President. insofar as he finds it practicable. shall take into consideration the difference in conditions in production. including wage. cost of material. and other items. in the cost of production of such articles in the United States and in competing territory. Then follows 2 and 3 and 4. and 4 is a very interesting provision. It is as follows: Any other advantage or disadvantage in competition. Therefore. we have a law on the statute books now which authorizes the President of the United States in modifying the rate fixed by the Congress up or down 50 percent to take into consideration what we know as the costofproduction difference. and then any other advantage or disadvantage in competition. That is as broad as the earth. It is difficult to conceive of any motive or reason or justification that a President would like to have actuate him in changing tariff rates which he wants to change that could not be covered in under that language. I want now to refer you to the language of Chief Justice Taft. already referred to. in which he declared that the same principal which permits Congress to delegate power to fix railroad rates authorizes Congress to delegate power to fix custom rates. This is what the Court held: The same principle that permits Congress to exercise its ratemaking power in interstate commerce by declaring the rule which shall prevail in the legislative fixing of rates and enables it to remit to a ratemaking body created in accordance with this provision the fixing of such rates justifies a similar provision for the fixing of customs duties on imported merchandise. After one reads that declaration by the Supreme Court and calls to mind the wide range of discretion exercised by the Interstate Commerce Commission of the United States in fixing rates. any lingering doubt as to the constitutionality of this bill disappears. I have not tried to make a constitutional argument of the orthodox sort. I hope I may have been of some assistance even to those who do not agree with my conclusions. I am going to yield now for a few minutes to any inquiries that Members may desire to put to me. How much time have I remaining?\n',section provide order regulate foreign commerce put force effect policy act intend investigation difference cost production article part growth product similar article part growth product compete foreign country find show duty fix act equalize say difference cost production principal compete country say investigation say difference determine proclaim change classification increase decrease rate duty provide act show say ascertain difference such cost production necessary equalize same good many overlook make examination section c act provide ascertain difference cost production previous subdivision section find practicable take consideration difference condition production include wage cost material other item cost production such article compete territory follow interesting provision follow other advantage disadvantage competition law statute_book authorize modify rate fix percent take consideration know costofproduction difference other advantage disadvantage competition broad earth difficult conceive motive reason justification like actuate change tariff rate want change cover language want refer language refer declare same principal permit delegate power fix railroad rate authorize delegate power fix custom rate hold same principle permit exercise ratemake power interstate_commerce declare rule prevail legislative fixing rate enable remit_ratemake body create accordance provision fixing such rate justify similar provision fixing custom duty import merchandise read declaration call mind wide_range discretion exercise fix rate linger doubt constitutionality bill disappear try make constitutional argument orthodox sort hope assistance agree conclusion go yield few minute inquiry member desire put much time,73.0,bound,0,1
520053563,H,18920503,275,Mr. BLOUNT,Unknown,BLOUNT,Unknown,M,5314,5337,05031892.txt,1424,94,52055500,BLOUNT,JAMES,H,GA,M,D,6.0,voting,Mr. Chairman. if there was any way of ascertaining with accuracy the facts alleged to exist by my friend from Illinois. I would take great pleasure in giving them consideration in fixing the compensation of this office. but the gentleman can not support his statements by any official data. I think there have already been some railroads built to that point. At all events the growth of commerce in connection with this port. which the gentleman anticipates. has not yet been demonstrated. so I think his conjectures as to the enormous amount of fees that will be collected there are without substantial foundation. I know very well that if my friend from Indiana were to accept absolutely the statements of my friend from Illinois he would probably object to the change proposed in the bill. but whenwe look at the tabular statementshowing the trade at this port we find no such conditions indicated as my friend from Illinois seems to think exist there. It is possible that in the future there will be a great development of trade at that point. and whenever it comes I shall be in favor of rearranging the salary. Whenever I find that at a given time there is no trade. or that there is a large amount of trade at a given point. I am in favor of adjusting the compensation with reference to the facts as they exist. I repeat that in this case there are no official data to support the statementof my friend from Illinois.\n',way ascertain accuracy fact allege exist friend take great pleasure give consideration fix compensation office gentleman support statement official datum think railroad build point event growth commerce connection port gentleman anticipate demonstrate think conjecture enormous amount fee collect substantial foundation know friend accept statement friend object change propose bill whenwe look tabular statementshowe trade port find such condition indicate friend seem think exist possible future great development trade point come favor rearrange salary find give time trade large amount trade give point favor adjust_compensation reference fact exist repeat case official datum support friend,52.0,bound,0,1
480006318,S,18840121,400,Mr. PLUMB,Unknown,PLUMB,Unknown,M,3091,3127,01211884.txt,2350,138,48054821,PLUMB,PRESTON,S,KS,M,R,,voting,I am not tenacious about this matter. If the chairman of the committee who has reported this bill prefers that amendments shall be withheld until after the committee amendments have been acted upon I shall not now insist upon the amendment which I have proposed. I want to say. however. in response to what the Senator from Indiana said about the provisions of section 12. which provides for an investigation as to the rights of tWe Indians. that it does not in any way preserve those rights pending that investigation or pending the action by Congress. The whole evil of which I speak. and damage and loss and wrong to the Indians. may have been accomplished long before Congress ever sees or hears of the report. and even befbre the report is made. When that section is reached. then. at the proper time. I shall propose to so amend it as to require the Secretary of the Interior. under the operations of the commission. to segregate temporarily reservations fbr the use of the Indians which shall not be invaded by anybody until such time as Congress shall give them more definite location. and which shall make the reservations just as much theirs for all the purposes for which they can use them as they would have if they had the the title. It will be borne in mind that we are legislating about a people in regard to whom we know very little. We are passing upon the rights and the duties of a people about whom we know practically nothing and a people who are entirely helpless. We can not. in legislating at this long range. be too careful not to substitute some other persons rights for the right of some one now on the soil and to whom we are bound. or ought to be bound. at least by ties of sympathy and by ties of justice. So I hope that before the bill is passed it will be subjected to severe scrutiny. to ascertain if by any means anything has crept in which shall seem to give anybody not now there the privilege or power of trespassing upon the rights of any other person there. because a trespass of that kind once engaged in would be very hard indeed to remedy. Alaska is a long way off. and a series of outrages and wrongs might be perpetrated there which could not be remedied or healed and which would ripen into something which could not be reached by legislation or remedied practically betbre anybody knew anything about it.\n',tenacious matter chairman committee report bill prefer amendment withhold committee amendment act insist amendment propose want say response say provision section provide investigation right twe way preserve right pende investigation pende action whole evil speak damage loss wrong accomplish see hear report befbre report make section reach proper time propose amend require operation commission segregate reservation fbr use invade such time give definite location make reservation much purpose use title bear mind legislate people regard know little pass right duty people know people helpless legislate long range careful substitute other person right right one soil bind bind least tie sympathy tie justice hope bill pass subject severe scrutiny ascertain mean creep seem give privilege power trespassing right other person trespass kind engage hard remedy long way series outrage wrong perpetrate remedied heal ripen reach legislation remedied know it.\n,48.0,bound,1,0
560033537,H,19000319,495,Mr. CANNON,Unknown,CANNON,Unknown,M,5622,5697,03191900.txt,3391,204,56075440,CANNON,JOSEPH,H,IL,M,R,12.0,voting,"Mr. Speaker. I sometimes think words are cheap. After all. it is action that you want to inquire about. An act is something accomplished. Words may clothe an idea. if the man that uses words has an idea to clothe. They may conceal an idea if he has it. To put it as it is put out West. "" Talk is cheap."" Action. however. is material. when acti on is had and accomplished. it means an accomplishment in fact. Now. let us test for a minute this motion that I made and the motion that the gentleman from Arkansas makes in the light of action. On the 2d day of March we voted on this bill which passed the House. and we appropriated every dollar that has been collected on imports from Puerto Rico. not since the treaty of peace. but since Puerto Rico was occupied by us. since the Spanish evacuated and we took possession. to the 1st of January. Aye. more. it appropriates every dollar that has been collected from the 1st of January to the enactment of this law. Aye. more. it appropriates every dollar that shall be collected under existing law upon imports from Puerto Rico. That is the House bill. Now. then. when that bill was reported the gentleman from Tennessee and the gentlemen from Texas and 108 men upon that side of the House voted nay on its passage. That was action. talk is cheap. Action speaks for itself. The bill passed. It went to the Senate. the Senate accepted the bill so far as the $2.000.000 is concerned. but the Senate struck out that part of the bill which appropriates the money collected on those imports from Puerto Rico since the 1st of January. It strikes out that portion of the bill that devotes the money that shall be collected tomorrow. next day. next week. next month. as long as those duties are collected upon the imports from Puerto Rico. Now. my motion is to nonconcur in that action of the Senate. If the bill is right for $2.000.000 for the benefit of Puerto Rico. it is right for the balance. and the 108 men that voted against anything. $2.000.000 and everything else. voiced by the gentleman from Arkansas and the gentleman from Texas . come in and indulge in language. languagel The gentleman from Texas has indulged in language. and what language it was! ""Poor Puerto Ricans. oppressed by the United States. We have torn them from that inagnificent and magnanimous government. Spain. that looked after them and fostered them."" Oh. what a different song gentlemen sung two years ago on that side of the House. You would think now. to hear them talk. that Spain was the most kindly Governsnent that ever controlled colonies on earth. Gentlemen. talk is cheap. Here is action. The action of the House was right when we passed this bill. The action of the Senate is right as to the $2.000.000 and is wrong as to the balance. Therefore. along the line of correct principle. with a proper respect to our own action. to cover the whole case of these revenues. and from now until the time that legislation is had by this Congress. let us nonconcur in these amendments and go to the Senate in conference and say that the House insists not only upon the $2.000.000. but upon the balance of the money that has been collected or shall be collected ufider existing law. simply that and nothing more. Now. Mr. Speaker. 1 ask for a vote. The SPE&KER. The question is on agreeing to the motion of the gentleman from Arkansas to concur in the Senate amendments.\n'",think word cheap action want inquire act accomplish word clothe idea man use word idea clothe conceal idea put put talk cheap action material acti accomplish mean accomplishment fact let test minute motion make motion gentleman make light action day vote bill pass appropriate dollar collect import treaty peace occupy evacuate take possession 1st aye more appropriate dollar collect 1st enactment law aye more appropriate dollar collect exist law import bill bill report gentleman gentleman man side vote passage action talk cheap action speak bill pass go accept bill concern strike part bill appropriate money collect import 1st strike portion bill devote money collect tomorrow next day next week next month duty collect import motion_nonconcur action bill right benefit right balance man vote voice gentleman gentleman come indulge language languagel gentleman indulge language language oppress tear inagnificent magnanimous government look foster different song gentleman sing year side think hear talk kindly governsnent control colony earth gentleman talk cheap action action right pass bill action right wrong balance line correct principle proper respect own action cover whole case revenue time legislation let nonconcur amendment go conference say insist balance money collect collect ufider exist law more ask vote spe&ker question agree motion gentleman concur,56.0,bound,1,0
1050096247,H,19971105,483,Mr. MILLER of Florida,Unknown,MILLER,Florida,M,31808,31855,11051997.txt,1709,123,105113180,MILLER,DAN,H,FL,M,R,13.0,voting,"Mr. Speaker. I thank the gentleman for yielding me this time. This is a good time to be talking about this issue as the President has come out supporting this Issue. It is kind of surprising that the President is sporting this issue. but on Monday of this week he talks about how selfish the taxpayers are to want to cut taxes. So at least he will say let us reform the legislation. even though he does not like the idea of cutting taxes. While I support this bill. I have concern that the bill does little to mitigate the impact of the bureaucratic unions on the restructuring efforts. In 1996. Congress made serious attempts to downsize and reform the IRS. These efforts. however. were hampered by the union that represents the IRS employees. As pointed out in a Washington Post article. the union was more concerned with keeping their dues than helping Congress and their union Members make the IRS operate better. I am also disturbed about the abuse of official time that has taken place at the IRS. Official time is. ""authorized paid time off for Federal employees to engage in union activities."" In laymans terms. that is union work at taxpayers expense. Although there may be some legitimate functions for using official time. the amount is skyrocketing at the IRS. Last year alone. the employees logged in over 718.000 hours. 718.000 hours paid by the taxpayers for official time to do union work. This is a 55percent increase since 1993. I realize the Chairmans limitations in addressing these issues. but want to bring them to their attention and appreciate the interest in addressing this issue in the future. I applaud this bill and believe .t is a big win for the rights of hardworking taxpayers.\n'",thank gentleman yield time good time talk issue come support issue surprising sport issue week talk selfish taxpayer want cut taxis least say let reform legislation like idea cut taxis support bill concern bill little mitigate impact bureaucratic union restructure effort make serious attempt downsize reform effort hamper union represent employee point article union concerned keep due help union member make operate disturb abuse official time take place official time authorize pay time employee engage union activity layman term union work taxpayer expense legitimate function use official time amount skyrocket last year employee log hour hour pay taxpayer official time union work increase realize limitation address issue want bring attention appreciate interest address issue future applaud bill believe big win right hardworke taxpayers.\n,105.0,daily,1,0
1030061827,H,19930720,820,Mr. DINGELL,Unknown,DINGELL,Unknown,M,58960,59039,07201993.txt,2720,173,103117580,DINGELL,JOHN,H,MI,M,D,16.0,voting,"Mr. Speaker. the U.S. Securities and Exchange Commission is one of the most widely admired regulatory agencies in the world. It basic mission is to .require truthful disclosure and honest dealing in securities and to prevent and punish fraud. Dishonesty and fraud have no defenders. We ask the SEC to do much. The capital markets that it oversees are the heart of this Nations economic system. We take it for granted that the SEC will be there. evervigilant. performing all the tasks we impose on it. Having said all that. I need to bring to Members attention a matter of great concern. This matter is the growing failure of SEC resources to keep pace with the agencys expanding workload. In order to provide the SEC with more adequate funding and the ability to maintain that funding over time. the Committee on Energy and Commerce has concluded that a fullcost recovery mechanism is necessary and appropriate. Accordingly. H.R. 2239 will authorize appropriations for the SEC for fiscal years 1994 and 1995 In the amounts of $281.9 million and $317.7 million. respectively. The legislation also establishes a system for the annual adjustment of fees collected by the SEC so that the total amount appropriated to the SEC for any fiscal year will be offset by the amount collected during that fiscal year. This will secure the funding to the agency. H.R. 2239 furthO reqlires ""a these fees oondinum to ecclet general revenius. toe surlus ovw offsetting oollecons. duilng the current budget wlndow. that is. durng each of the fiscal yrs 1994 thumb 1911 The SEC brIngs In more money th It spends. The fee collcted by the SEC. how. ever. go the Federal Tresury as genral revenue. The SEC ges no credit for or use oa thee moneys. HA 2230 will correc tW knbalence. This bill s ft result of severat years of4 partisan negotlstlo Inv Ing to CommNise on Energy and Commerce. te Commliee on AppropristlonsC the Budget Committee. the CommIttee on Ways and Means. and the Committee on Government Operations. I contmend our sier committese for ei cooperation and perseverance In wotdng with us to solve the dlilicutt M*111dconal and substatve quealons tha we wrnted along the way. In Ociober 1968. SEC Chekman Manuel F. Cohen observed that: ""Regatone .s neot a dirty wocl. We should net be ashamed to rgubbt.- His adonklon elI rkng bue Woay The rwkets and ace*Ale over w~ich te SEC has juellorr haw Increased signillcanty both In size and cowrilolety. H.R. 2239 wi ensure that the SEC has 1he resources It neech to maint tft countrtse honest and free markeb and to enforce the Federal securitee bmw vigorously for the proecton of (fnveso"". I Ing my colleagues to support this bill. JirTrrN COMrAW Dffirrs. Washinton. DO. A4y16. 1993.\n'",admire regulatory agency world basic mission truthful disclosure honest dealing security prevent punish fraud fraud defender ask much capital market oversee heart economic system take grant evervigilant perform task impose have say need bring member attention matter great concern matter grow failure resource keep_pace agencys expand workload order provide adequate funding ability maintain funding time conclude fullcost_recovery mechanism necessary appropriate authorize appropriation fiscal year amount legislation establish system annual adjustment fee collect total amount appropriate fiscal year offset amount collect fiscal year secure funding agency reqlire fee oondinum ecclet general revenius toe surlus ovw offset oollecon duilng current budget wlndow durng fiscal yrs thumb bring more money spend fee collcte go genral revenue ge credit use money ha correc knbalence bill s result severat year partisan negotlstlo contmend si committese ei cooperation perseverance wotdng solve dlilicutt m*111dconal substatve quealon wrnte way observe regatone .s neot dirty wocl net ashamed rgubbt.- adonklon rkng rwket signillcanty size cowrilolety ensure 1he resource neech maint honest free markeb enforce securitee fnveso ing colleague support bill,103.0,daily,0,1
1100206551,S,20080929,20,Mr. ALEXANDER,Unknown,ALEXANDER,Unknown,M,470,644,09292008.txt,6158,460,110118281,ALEXANDER,LAMAR,S,TN,M,R,,voting,Mr. President. over the weekend bipartisan congressional negotiators worked hard to amend significantly what we have come to call the Paulson plan. The whole point of the work over the weekendsince last Thursday. in factwas to do everything we could to protect taxpayers. We owe our thanks to Senators GREGG and DODD and Senators MCCONNELL and REID. as well as Members of the House of Representatives and the administration and their staffs for working hard. sometimes during most of the night. to have this ready for us today. Actually. it was ready yesterday and was posted on the Internet so that not only we. but people across this country and around the world. could see what was proposed. Under the amended plan. the Secretary of Treasury will have authority to buy and sell troubled mortgage assets to get the economy moving again. Taxpayers will have authority to provide oversight. minimize losses. and make sure profits go to reduce the Federal debt. There will be restrictions on excessive executive compensation and reasonable efforts will be made to make adjustments to help keep people in their homes. People have been calling my office all week about it. as they have all Senators. They are angry about the need to do this. I am angry. too. But callers opinions have been changing about whether we should do it. as I believe have the minds of most Senators. Most realize that the largest reason for this emergency legislation is mortgage loans that people cannbt pay back and securities based upon those mortgages. This has derailed housing and created problems for banks. It has spread uncertainty and caused people with cash to be cautious. Most realize now that we are not spending $700 billion. The Secretary may buy up to $700 billion in troubled mortgage assetsenough to restore confidencebut he may buy much less. Over time. he will sell those assets. hopefully at a profit. sometimes at a loss. My guessand it is only a guessnet cost to the taxpayer will be $100 billion or less. twothirds of what Congress spent in January on the economic stimulus package of tax cuts and rebates. There might even be a profit. which under the plan. would go to reduce the Federal debt. Most now realize it is important for the Secretary of.Treasury to be able to buy enough mortgage assets so that institutions are strong again. will start lending again. and people will stop hoarding their cash. Next week we can fix the blame. Today we need to fix the problem. Congress should approve the amended plan without delaytoday. If the House can pass it today. there is no reason.why the Senate cannot pass it today and send it to the President. Otherwise. there is a real risk that credit will freeze and Americans will not be able to get car. student. auto. mortgage or farm credit loans--or even to cash their paychecks. This has come so fast and taken such an unexpected turn that it is hard for most Americans to know what to think about it. As Senator DOMENICI and Senator GREGG have suggested. think about it as a wreck on the highway. Think about it as someone who should have known better. dumping thousands of bad mortgage loans and other assets in the middle of an eightlane interstate. threatening to bring a halt to all economic traffic. Stopped in one lane is your home loan. In the next is your auto loan. In the third lane is your student loan. In the next is your mortgage loan. Next. your money market account. Next. the money for your farm credit loan -or even your payroll check. Vehicles carrying these essential -credits that Americans rely on every day have ground to a halt on the economic highway. blocked by a big pile of bad mortgage loans. So we end up with this massive wreck in the middle of the economic highway. Think of the Federal Government as the salvage crew and Secretary Paulson as the driver of the wrecker. His job is to buy the salvage and get it off the highway as soon as possible so that traffic can start moving again. And think of yourself. the taxpayer. as the owner of the salvage companydoing everything possible to make sure the driver of the wrecker can get the pile of bad loans off the highway and sell them for at least as much as it cost him to pick them up. If he does this. then the lanes will open again. and the vehicles carrying your auto and mortgage and farm credit loans and payroll checks will start moving again. And the economic traffic will start up again. But that will not be the end of fixing the problem. The Federal Governments compassion several years ago got out ahead of its common sense when it made it possible for people to borrow money and buy homes who couldnt pay back their mortgage loans. Clever financiers created exotic instruments based upon these loans. some of which turned out to be worth less than the loans. People who should have known what was going onboth in their own companies and in regulatory agenciesdidnt understand what was going on or they turned a blind eye to it. or worse. they misled people. As the New York Times described it yesterday in an article. what apparently has happened is that mortgage foreclosures set off questions about the quality of debts across the entire credit spectrum. These questions set off a spiral of claims against insufficient insurance. as in the case of AIG. and of insufficient capital in the case of banks. So we end up with this massive wreck in the middle of the economic highway. This weektodaywe need to fix the immediate problem. Clean the wreck off the highway. But next week we need to begin to take steps to remodel our regulatory agenciesmost of which were designed to deal with the calamities of the 1930s. I suspect it will be a matter of a different kind of regulation that suits these times rather than one of more regulation. And we need to find out if there was fraud or misleading actions so we can do our best to make sure this doesnt happen again. Next week we can fix the blame. Today we should unclog the economic highway and fix the immediate problem to make sure Americans can buy homes and cars and houses. go to college. get farm credit loans and cash their payroll checks. I yield the floor.\n',weekend bipartisan congressional negotiator work amend come call plan whole point work weekendsince last factwas protect taxpayer owe thank senator member administration staff work most night ready today ready yesterday post internet people country world see propose amend plan authority buy sell troubled mortgage asset get economy move taxpayer authority provide oversight minimize loss make sure profit go reduce debt restriction excessive executive compensation reasonable effort make make adjustment help keep people home people call office week senator angry need angry caller opinion change believe mind most senator most realize large reason emergency legislation mortgage loan people cannbt pay security base mortgage derail housing create problem bank spread uncertainty cause people cash cautious most realize spend buy troubled mortgage assetsenough restore buy less time sell asset profit loss guessand guessnet cost taxpayer less twothird spend economic stimulus_package tax cut rebate profit plan go reduce debt realize important treasury able buy enough mortgage asset institution strong start lend people stop hoard cash next week fix blame today need fix problem approve amend plan pass today pass today send real risk credit freeze able get car student auto mortgage farm credit loan cash paycheck come take unexpected turn hard most know think suggest think wreck highway think know dump thousand bad mortgage loan other asset middle_eightlane interstate threaten bring halt economic traffic stop lane home loan next auto loan third lane student loan next mortgage loan money market account money farm credit loan -or payroll check vehicle carry essential -credit rely day grind_halt economic highway block big pile bad mortgage loan end massive wreck middle economic highway think salvage crew driver wrecker job buy salvage get highway possible traffic start move think taxpayer owner salvage companydoe possible make sure driver wrecker get pile bad loan highway sell least much cost pick lane open vehicle carry auto mortgage farm credit loan payroll check start move economic traffic start end fix problem compassion several year get common_sense make possible people borrow money buy home pay mortgage loan clever financier create exotic_instrument base loan turn worth less loan people know go own company regulatory agenciesdidnt understand go turn blind_eye bad mislead people describe yesterday article happen mortgage_foreclosure set question quality debt entire credit spectrum question set spiral claim insufficient insurance case insufficient capital case bank end massive wreck middle economic highway weektodaywe need fix immediate problem clean wreck highway next week need begin take step remodel regulatory_agenciesmost design deal calamity 1930 suspect matter different kind regulation suit time more regulation need find fraud misleading action good make sure happen next week fix blame today unclog economic highway fix immediate problem make sure buy home car house go college get farm credit loan cash payroll check yield_floor.\n,110.0,daily,1,0
940228391,S,19760304,167,Mr. METCALF,Unknown,METCALF,Unknown,M,18805,18839,03041976.txt,1204,47,94102631,METCALF,LEE,S,MT,M,D,,voting,Mr. President. on February 6. when I introduced the Federal Advisory Committee Amendments of 1976 . I announced that hearings would be conducted on the bill. by the Subcommittee on Reports. Accounting and Management. on March 8. 9. and 10. I wish to advise members that the hearing on Tuesday. March 9. will be held in 6202 Dirksen Senate Office Building. beginning at 10:30 a.m. The Monday and Wednesday hearings will begin at 10:30 a.m. in 3302 Dirksen. OMB Director James T. Lynn will testify Monday. to be followed by the Attorney General or his designee. The witnesses Tuesday will be Prof. Henry Steck. Department of Political Science. Costland College. State University of New York. and Reuben Robertson. legal director. aviation consumer action project. Representatives of the Department of Health. Education and Welfare and the Department of Interior will tesa ify Wednesday. My introductory remarks regarding S. 2947. which is cosponsored by Senators HATFIELD and PEciy. begin on page 2744 of the February 6 RECORD. The subcommittee will also consider Senator PERCYS proposed amendments to the bill . which I support. His remarks regarding those amendments begin on page 4002 of the February 23\n',introduce announce hearing conduct bill accounting wish advise member hearing hold begin hearing begin a.m. testify follow designee witness legal director aviation consumer action project representative tesa ify introductory_remark regard cosponsor begin page record subcommittee consider percy propose amendment bill support remark regard amendment begin page,94.0,bound,0,1
1000036973,H,19870511,530,Mr. McGRATH,Unknown,MCGRATH,Unknown,M,13666,13722,05111987.txt,2000,142,100109450,MCGRATH,RAYMOND,H,NY,M,R,5.0,voting,"Mr. Speaker. I would like to take a few moments to memorialize the late William Casey. a good friend of 20 years and leader. whose life spanned some of the most turbulent periods in history. Bill was never a spectator in his 74 years. From his younger days when he was given the nickname ""Cyclone."" through his service to our Nation during World War II and his most recent work May 11. 1987 . COt as Director of the Central Intelligence Agency. Bill spent every moment at the center *of the arena of our national life:. - Bill Casey earned the trust and admiration of everyone with whom he dealt. whether in business or government. He was far more than a tough corporate attorney. financier. and selfmade millionaire. Bill was a man who sought challenges at every point in his life and overcame obstacles to achieve success that most of us cannot imagine. Whether he was planning missions behind- the lines in Nazi Germany or raising funds for a local hospital four decades later. Bill worked tirelessly to meet the demands of his day. I know that a biographer will some day reveal the true scope of activity and energy that Bill displayed each and every day. I am honored to have known a man with the fortitude and spirit of William Casey. His legacy of service to others will stand next to many of historys great leaders who never tired or gave up in the crucible of public life. His belief in human freedom and his efforts to ensure the -rights of residents of every corner of the globe will remain a symbol of the finest tradition of American political courage. I know Bill will be missed in Nassau County where he taught me .many valuable lessons in. politics. Perhaps most important. I know he will be missed as a loving father and husband. and I extend my deepest condolences to his wife. Sophie. and his daughter and soninlaw. I hope every Member of this body will spend a moment of prayer and reflection on the.meaning of service to others and the example which Bill Casey set for all of us.\n'",like take few moment memorialize late good friend year leader life span_turbulent period history spectator year young day give nickname service nation recent work cot spend moment center arena national life earn trust admiration deal business government more tough corporate attorney financier selfmade_millionaire man seek challenge point life overcome_obstacle achieve success most imagine plan mission line raise fund local hospital decade work meet demand day know biographer day reveal true scope activity energy display day honor know man fortitude spirit legacy service other stand many historys great leader tire give crucible public life belief human freedom effort ensure -right resident corner_globe remain symbol fine tradition american political courage know miss teach valuable lesson politic important know miss love father husband extend deep_condolence wife_daughter soninlaw hope body spend moment prayer reflection the.meaning service other example set us.\n,100.0,daily,1,0
780054156,S,19430514,540,Mr. TYDINGS,Unknown,TYDINGS,Unknown,M,11774,11791,05141943.txt,676,35,78090721,TYDINGS,MILLARD,S,MD,M,D,,voting,I still have the floor. and that is not my argument at all. I should like to have the attention of the Senator from Illinois. This is my proposition: If under the aegis of the Ruml plan there is forgiveness of the taxes for 1942. which is a big year. and the Government does not collect any taxes in that earning period because it substitutes 1943 in its place. then I want it understood that even if the condition envisaged by the Senator from Illinois comes to pass. the Government has lost a good year. under his plan. as against a bad year. under the plan of the Senator from Texas. So that no real damage is done if the assumption of the Senator from Illinois is correct.\n',floor argument like attention proposition aegis plan forgiveness taxis big year collect taxis earn period substitute place want understand condition envisage come pass lose good year plan bad year plan real damage do assumption correct.\n,78.0,bound,0,1
